BIBTEXKEY,author_first,author_year,citation,study,summarized_in,pub_year,fig_table,age,age_units,age_mos,age_grp_rog,binoc_monoc,eye,n_participants,distance_cm,start_card_cyc_deg,mean_acuity_cyc_deg,lower_limit_cyc_deg,closest_card_cyc_deg,upper_limit_cyc_deg,sd,sd_units,country,card_type
Mayer1995-hi,Mayer,Mayer1995,"Mayer, D. L., Beiser, A. S., Warner, A. F., Pratt, E. M., Raye, K. N. & Lang, J. M. (1995). Monocular acuity norms for the Teller Acuity Cards between ages one month and four years. Investigative Ophthalmology & Visual Science, 36(3), 671–685. http://europepmc.org/abstract/med/7890497",NA,NA,,table_02,NA,NA,,48,monoc,NA,32,84,3.55,24.81,NA,NA,NA,0.31,octave,us,tac_i
Cavallini2002-hl,Cavallini,Cavallini2002,"Cavallini, A., Fazzi, E., Viviani, V., Astori, M. G., Zaverio, S., Bianchi, P. E. & Lanzi, G. (2002). Visual acuity in the first two years of life in healthy term newborns: an experience with the teller acuity cards. Functional Neurology, 17(2), 87–92. https://www.ncbi.nlm.nih.gov/pubmed/12224796",NA,NA,,table_01,NA,NA,,0,binoc,NA,60,NA,NA,1.39,NA,NA,NA,0.57,octave,italy,tac_i
Cavallini2002-hl,Cavallini,Cavallini2002,"Cavallini, A., Fazzi, E., Viviani, V., Astori, M. G., Zaverio, S., Bianchi, P. E. & Lanzi, G. (2002). Visual acuity in the first two years of life in healthy term newborns: an experience with the teller acuity cards. Functional Neurology, 17(2), 87–92. https://www.ncbi.nlm.nih.gov/pubmed/12224796",NA,NA,,table_01,NA,NA,,3,binoc,NA,60,NA,NA,3.24,NA,NA,NA,0.62,octave,italy,tac_i
Cavallini2002-hl,Cavallini,Cavallini2002,"Cavallini, A., Fazzi, E., Viviani, V., Astori, M. G., Zaverio, S., Bianchi, P. E. & Lanzi, G. (2002). Visual acuity in the first two years of life in healthy term newborns: an experience with the teller acuity cards. Functional Neurology, 17(2), 87–92. https://www.ncbi.nlm.nih.gov/pubmed/12224796",NA,NA,,table_01,NA,NA,,6,binoc,NA,60,NA,NA,5.43,NA,NA,NA,0.43,octave,italy,tac_i
Cavallini2002-hl,Cavallini,Cavallini2002,"Cavallini, A., Fazzi, E., Viviani, V., Astori, M. G., Zaverio, S., Bianchi, P. E. & Lanzi, G. (2002). Visual acuity in the first two years of life in healthy term newborns: an experience with the teller acuity cards. Functional Neurology, 17(2), 87–92. https://www.ncbi.nlm.nih.gov/pubmed/12224796",NA,NA,,table_01,NA,NA,,9,binoc,NA,60,NA,NA,9.38,NA,NA,NA,0.29,octave,italy,tac_i
Cavallini2002-hl,Cavallini,Cavallini2002,"Cavallini, A., Fazzi, E., Viviani, V., Astori, M. G., Zaverio, S., Bianchi, P. E. & Lanzi, G. (2002). Visual acuity in the first two years of life in healthy term newborns: an experience with the teller acuity cards. Functional Neurology, 17(2), 87–92. https://www.ncbi.nlm.nih.gov/pubmed/12224796",NA,NA,,table_01,NA,NA,,12,binoc,NA,60,NA,NA,11.05,NA,NA,NA,0.35,octave,italy,tac_i
Cavallini2002-hl,Cavallini,Cavallini2002,"Cavallini, A., Fazzi, E., Viviani, V., Astori, M. G., Zaverio, S., Bianchi, P. E. & Lanzi, G. (2002). Visual acuity in the first two years of life in healthy term newborns: an experience with the teller acuity cards. Functional Neurology, 17(2), 87–92. https://www.ncbi.nlm.nih.gov/pubmed/12224796",NA,NA,,table_01,NA,NA,,18,binoc,NA,54,NA,NA,11.78,NA,NA,NA,0.29,octave,italy,tac_i
Cavallini2002-hl,Cavallini,Cavallini2002,"Cavallini, A., Fazzi, E., Viviani, V., Astori, M. G., Zaverio, S., Bianchi, P. E. & Lanzi, G. (2002). Visual acuity in the first two years of life in healthy term newborns: an experience with the teller acuity cards. Functional Neurology, 17(2), 87–92. https://www.ncbi.nlm.nih.gov/pubmed/12224796",NA,NA,,table_01,NA,NA,,24,binoc,NA,60,NA,NA,21.08,NA,NA,NA,0.61,octave,italy,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,1,weeks,,0,binoc,NA,51,NA,NA,1,NA,NA,NA,0.6,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,1,weeks,,0,binoc,NA,24,NA,NA,0.7,NA,NA,NA,0.5,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,4,weeks,,1,binoc,NA,8,NA,NA,1.1,NA,NA,NA,1.1,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,4,weeks,,1,binoc,NA,6,NA,NA,0.8,NA,NA,NA,0.7,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,4,weeks,,1,monoc,NA,5,NA,NA,0.6,NA,NA,NA,0.7,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,4,weeks,,1,binoc,NA,7,NA,NA,1.3,NA,NA,NA,1,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,8,weeks,,2,binoc,NA,8,NA,NA,2.1,NA,NA,NA,0.9,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,8,weeks,,2,binoc,NA,6,NA,NA,2,NA,NA,NA,0.7,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,8,weeks,,2,monoc,NA,6,NA,NA,1.4,NA,NA,NA,1.4,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,8,weeks,,2,binoc,NA,15,NA,NA,1.4,NA,NA,NA,0.7,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,12,weeks,,3,binoc,NA,10,NA,NA,4.1,NA,NA,NA,0.6,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,16,weeks,,4,binoc,NA,8,NA,NA,3.7,NA,NA,NA,0.7,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,16,weeks,,4,binoc,NA,6,NA,NA,4.5,NA,NA,NA,0.5,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,16,weeks,,4,monoc,NA,6,NA,NA,2.3,NA,NA,NA,0.7,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,16,weeks,,4,binoc,NA,5,NA,NA,4.9,NA,NA,NA,0.6,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,20,weeks,,5,binoc,NA,9,NA,NA,4.3,NA,NA,NA,0.9,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,6,mos,,6,binoc,NA,8,NA,NA,4.7,NA,NA,NA,0.8,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,6,mos,,6,binoc,NA,6,NA,NA,5.3,NA,NA,NA,0.5,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,6,mos,,6,monoc,NA,6,NA,NA,3.7,NA,NA,NA,0.9,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,6,mos,,6,binoc,NA,5,NA,NA,7.8,NA,NA,NA,0.5,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,9,mos,,9,binoc,NA,6,NA,NA,5,NA,NA,NA,1,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,9,mos,,9,binoc,NA,5,NA,NA,9.6,NA,NA,NA,0.9,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,9,mos,,9,monoc,NA,6,NA,NA,5,NA,NA,NA,1,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,12,mos,,12,binoc,NA,6,NA,NA,6.3,NA,NA,NA,0.7,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,12,mos,,12,monoc,NA,6,NA,NA,3.3,NA,NA,NA,0.9,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,12,mos,,12,binoc,NA,5,NA,NA,10.2,NA,NA,NA,0.5,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,18,mos,,18,binoc,NA,9,NA,NA,9.8,NA,NA,NA,0.4,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,18,mos,,18,monoc,NA,9,NA,NA,7.3,NA,NA,NA,0.6,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,18,mos,,18,binoc,NA,4,NA,NA,10.7,NA,NA,NA,0.5,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,24,mos,,24,binoc,NA,12,NA,NA,14.9,NA,NA,NA,0.6,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,24,mos,,24,monoc,NA,9,NA,NA,13.2,NA,NA,NA,0.6,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,30,mos,,30,binoc,NA,9,NA,NA,23.4,NA,NA,NA,0.3,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,30,mos,,30,monoc,NA,9,NA,NA,18.4,NA,NA,NA,0.5,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,36,mos,,36,binoc,NA,9,NA,NA,27.7,NA,NA,NA,0.5,octave,us,tac_i
Teller1986-oc,Teller,Teller1986,"Teller, D. Y., McDonald, M. A., Preston, K., Sebris, S. L. & Dobson, V. (1986). Assessment of visual acuity in infants and children: the acuity card procedure. Developmental Medicine and Child Neurology, 28(6), 779–789. https://doi.org/10.1111/j.1469-8749.1986.tb03932.x",NA,NA,,table_01,36,mos,,36,monoc,NA,9,NA,NA,25.3,NA,NA,NA,0.5,octave,us,tac_i
Courage1990-xe,Courage,Courage1990,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",1,NA,,table_01,0,mos,,0,binoc,NA,20,38,NA,0.9,NA,NA,NA,0.9,octave,canada,tac_i
Dobson1987-cs,Dobson,Dobson1987,"Dobson, V., Schwartz, T. L., Sandstrom, D. J., & Michel, L. (1987). Binocular visual acuity of neonates: the acuity card procedure. Developmental Medicine and Child Neurology, 29(2), 199–206. https://doi.org/10.1111/j.1469-8749.1987.tb02136.x",2,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,NA,0,mos,,0,binoc,NA,30,38,NA,0.7,NA,NA,NA,0.7,octave,us,tac_i
Brown1986-th,Brown,Brown1986,"Brown, A. M., & Yamamoto, M. (1986). Visual acuity in newborn and preterm infants measured with grating acuity cards. American Journal of Ophthalmology, 102(2), 245–253. https://doi.org/10.1016/0002-9394(86)90153-4",3,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,0,mos,,0,binoc,NA,40,38,NA,1,NA,NA,NA,1,octave,us,tac_i
Courage1990-xe,Courage,Courage1990,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",1,NA,,table_01,1,mos,,1,binoc,NA,20,38,NA,1.1,NA,NA,NA,1.1,octave,canada,tac_i
McDonald1985-sp,McDonald,McDonald1985,"McDonald, M. A., Dobson, V., Sebris, S. L., Baitch, L., Varner, D., & Teller, D. Y. (1985). The acuity card procedure: a rapid test of infant acuity. Investigative Ophthalmology & Visual Science, 26(8), 1158–1162. https://iovs.arvojournals.org/article.aspx?articleid=2159823&utm_medium=email&utm_source=transaction",4,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,1,mos,,1,binoc,NA,8,38,NA,1.1,NA,NA,NA,1.1,octave,us,tac_i
McDonald1986-tg,McDonald,McDonald1986a,"McDonald, M., Sebris, L. S., Mohn, G., Teller, D. Y., & Dobson, V. (1986). Monocular acuity in normal infants: The acuity card procedure. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 63(2), 127. https://journals.lww.com/optvissci/abstract/1986/02000/monocular_acuity_in_normal_infants__the_acuity.8.aspx",5,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,1,mos,,1,binoc,NA,6,38,NA,0.8,NA,NA,NA,0.7,octave,us,tac_i
van-Hof-van-Duin1986-ne,van Hof-van Duin,van Hof-van Duin1986,"van Hof-van Duin, J., & Mohn, G. (1986). The development of visual acuity in normal fullterm and preterm infants. Vision Research, 26(6), 909–916. https://doi.org/10.1016/0042-6989(86)90149-5",6,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,1,mos,,1,binoc,NA,NA,NA,NA,1.3,NA,NA,NA,1,octave,netherlands,tac_i
Courage1990-xe,Courage,Courage1990,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",1,NA,,table_01,3,mos,,3,binoc,NA,20,NA,NA,2.6,NA,NA,NA,0.6,octave,canada,tac_i
van-Hof-van-Duin1986-ne,van Hof-van Duin,van Hof-van Duin1986,"van Hof-van Duin, J., & Mohn, G. (1986). The development of visual acuity in normal fullterm and preterm infants. Vision Research, 26(6), 909–916. https://doi.org/10.1016/0042-6989(86)90149-5",6,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,3,mos,,3,binoc,NA,NA,38,NA,4.1,NA,NA,NA,0.6,octave,netherlands,tac_i
Courage1990-xe,Courage,Courage1990,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",1,NA,,table_01,6,mos,,6,binoc,NA,20,55,NA,5.9,NA,NA,NA,0.6,octave,canada,tac_i
McDonald1985-sp,McDonald,McDonald1985,"McDonald, M. A., Dobson, V., Sebris, S. L., Baitch, L., Varner, D., & Teller, D. Y. (1985). The acuity card procedure: a rapid test of infant acuity. Investigative Ophthalmology & Visual Science, 26(8), 1158–1162. https://iovs.arvojournals.org/article.aspx?articleid=2159823&utm_medium=email&utm_source=transaction",4,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,6,mos,,6,binoc,NA,8,55,NA,4.7,NA,NA,NA,0.8,octave,us,tac_i
McDonald1986-tg,McDonald,McDonald1986a,"McDonald, M., Sebris, L. S., Mohn, G., Teller, D. Y., & Dobson, V. (1986). Monocular acuity in normal infants: The acuity card procedure. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 63(2), 127. https://journals.lww.com/optvissci/abstract/1986/02000/monocular_acuity_in_normal_infants__the_acuity.8.aspx",5,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,6,mos,,6,binoc,NA,8,55,NA,5.3,NA,NA,NA,0.5,octave,us,tac_i
van-Hof-van-Duin1986-ne,van Hof-van Duin,van Hof-van Duin1986,"van Hof-van Duin, J., & Mohn, G. (1986). The development of visual acuity in normal fullterm and preterm infants. Vision Research, 26(6), 909–916. https://doi.org/10.1016/0042-6989(86)90149-5",6,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,6,mos,,6,binoc,NA,NA,NA,NA,7.8,NA,NA,NA,0.5,octave,netherlands,tac_i
Courage1990-xe,Courage,Courage1990,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",1,NA,,table_01,12,mos,,12,binoc,NA,20,55,NA,9.6,NA,NA,NA,0.3,octave,canada,tac_i
McDonald1986-tg,McDonald,McDonald1986a,"McDonald, M., Sebris, L. S., Mohn, G., Teller, D. Y., & Dobson, V. (1986). Monocular acuity in normal infants: The acuity card procedure. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 63(2), 127. https://journals.lww.com/optvissci/abstract/1986/02000/monocular_acuity_in_normal_infants__the_acuity.8.aspx",5,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,12,mos,,12,binoc,NA,6,55,NA,6.3,NA,NA,NA,0.7,octave,us,tac_i
Kohl1988-kl,Kohl,Kohl1988,"Kohl, P., & Samek, M. (1988). Refractive error and preferential looking visual acuity in infants 12-24 months of age: year 2 of a longitudinal study. Journal of the American Optometric Association, 59(9), 686–690. https://www.ncbi.nlm.nih.gov/pubmed/3183283",7,"Courage, M. L. & Adams, R. J. (1990). Visual acuity assessment from birth to three years using the acuity card procedure: cross-sectional and longitudinal samples. Optometry and Vision Science: Official Publication of the American Academy of Optometry, 67(9), 713–718. https://doi.org/10.1097/00006324-199009000-00011",,table_01,12,mos,,12,binoc,NA,18,55,NA,6.4,NA,NA,NA,0.5,octave,NA,tac_i
